CustomerID,Recency,Frequency,Monetary,RFM_Score,Segment
10008.0,303,1,3829.14,212,At Risk
10018.0,223,2,8934.66,224,At Risk
10020.0,212,2,6381.9,223,At Risk
10021.0,203,2,1701.84,221,At Risk
10023.0,227,3,7658.28,243,At Risk
10030.0,289,1,5105.5199999999995,212,At Risk
10039.0,365,3,12763.8,145,At Risk
10055.0,292,2,6381.9,223,At Risk
10064.0,196,1,5956.44,213,At Risk
10098.0,243,2,1701.84,221,At Risk
10111.0,283,2,8083.74,223,At Risk
10113.0,206,1,1701.84,211,At Risk
10114.0,332,5,15742.019999999999,155,At Risk
10122.0,298,1,2127.2999999999997,211,At Risk
10125.0,273,2,2552.7599999999998,221,At Risk
10130.0,207,2,2552.7599999999998,221,At Risk
10132.0,276,2,9360.119999999999,224,At Risk
10137.0,292,1,4254.599999999999,212,At Risk
10138.0,256,1,425.46,211,At Risk
10139.0,202,2,4254.599999999999,222,At Risk
10161.0,269,1,2978.22,211,At Risk
10167.0,355,3,12338.339999999998,145,At Risk
10170.0,227,3,7658.28,243,At Risk
10173.0,283,1,2978.22,211,At Risk
10174.0,280,2,3403.6799999999994,221,At Risk
10175.0,293,2,9360.119999999999,224,At Risk
10176.0,309,2,5105.5199999999995,222,At Risk
10181.0,245,2,5105.5199999999995,222,At Risk
10182.0,263,2,6381.9,223,At Risk
10194.0,207,2,5105.5199999999995,222,At Risk
10200.0,347,3,9785.579999999998,144,At Risk
10209.0,222,1,2978.22,211,At Risk
10211.0,279,2,6381.9,223,At Risk
10218.0,296,2,2978.22,221,At Risk
10235.0,309,1,1276.3799999999999,211,At Risk
10242.0,315,2,5530.98,222,At Risk
10261.0,284,1,5530.98,212,At Risk
10265.0,295,2,5956.44,223,At Risk
10267.0,407,3,14465.64,145,At Risk
10290.0,208,2,3403.6799999999994,221,At Risk
10295.0,254,1,3403.68,211,At Risk
10299.0,215,2,5956.44,223,At Risk
10308.0,223,2,7232.82,223,At Risk
10320.0,214,2,8083.74,223,At Risk
10321.0,203,1,1276.3799999999999,211,At Risk
10324.0,376,3,8509.199999999999,144,At Risk
10325.0,368,5,17018.399999999998,155,At Risk
10329.0,196,2,7232.82,223,At Risk
10341.0,303,1,850.92,211,At Risk
10343.0,289,2,8083.74,223,At Risk
10351.0,228,2,6381.9,223,At Risk
10352.0,221,2,10211.039999999999,224,At Risk
10361.0,206,2,8083.74,223,At Risk
10374.0,327,3,11912.88,144,At Risk
10378.0,277,2,7658.279999999999,223,At Risk
10381.0,239,2,4254.599999999999,222,At Risk
10395.0,216,1,1701.84,211,At Risk
10400.0,272,1,5956.44,213,At Risk
10404.0,294,1,1276.3799999999999,211,At Risk
10410.0,315,1,2978.22,211,At Risk
10426.0,213,1,3829.14,212,At Risk
10431.0,287,1,3403.68,211,At Risk
10432.0,296,2,9785.579999999998,224,At Risk
10438.0,317,4,14040.179999999998,155,At Risk
10445.0,208,3,4254.599999999999,242,At Risk
10454.0,316,2,7232.82,223,At Risk
10456.0,238,1,4254.599999999999,212,At Risk
10466.0,327,3,11912.88,145,At Risk
10469.0,231,1,425.46,211,At Risk
10472.0,250,1,3829.14,212,At Risk
10476.0,211,1,3403.68,211,At Risk
10484.0,202,1,5530.98,212,At Risk
10498.0,252,2,9785.579999999998,224,At Risk
10501.0,288,2,8509.199999999999,224,At Risk
10503.0,194,1,3403.68,211,At Risk
10505.0,217,1,4680.0599999999995,212,At Risk
10507.0,209,1,5105.5199999999995,212,At Risk
10513.0,316,1,2978.22,211,At Risk
10516.0,208,2,4680.0599999999995,222,At Risk
10526.0,216,2,5956.44,223,At Risk
10532.0,204,2,2552.7599999999998,221,At Risk
10540.0,249,2,8509.199999999999,224,At Risk
10549.0,252,3,4254.599999999999,242,At Risk
10558.0,209,1,2127.2999999999997,211,At Risk
10573.0,195,2,7658.279999999999,223,At Risk
10575.0,300,2,6807.36,223,At Risk
10586.0,220,2,9785.579999999998,224,At Risk
10593.0,286,3,7232.819999999999,243,At Risk
10607.0,304,3,3403.6799999999994,241,At Risk
10608.0,227,2,7658.279999999999,223,At Risk
10627.0,209,2,9785.58,224,At Risk
10630.0,285,2,10211.039999999999,224,At Risk
10654.0,230,3,6381.9,243,At Risk
10724.0,442,3,12338.339999999998,145,At Risk
10735.0,245,2,6807.359999999999,223,At Risk
10738.0,195,1,425.46,211,At Risk
10758.0,282,1,4254.599999999999,212,At Risk
10759.0,200,2,5105.5199999999995,222,At Risk
10766.0,391,3,8509.199999999999,144,At Risk
10768.0,306,1,3403.68,211,At Risk
10771.0,294,1,5530.98,212,At Risk
10781.0,208,2,10636.5,224,At Risk
10784.0,309,2,6381.9,223,At Risk
10786.0,276,2,6381.9,223,At Risk
10788.0,238,2,10211.039999999999,224,At Risk
10803.0,203,2,6381.9,223,At Risk
10808.0,269,2,5956.44,223,At Risk
10812.0,206,1,5105.5199999999995,212,At Risk
10825.0,313,1,850.92,211,At Risk
10833.0,299,3,8083.74,243,At Risk
10838.0,257,3,6807.36,243,At Risk
