CustomerID,Recency,Frequency,Monetary,RFM_Score,Segment
10000.0,141,2,7658.279999999999,323,Potential Loyalists
10002.0,325,1,2127.2999999999997,111,Lost Customers
10003.0,191,4,12763.8,355,Loyal Customers
10004.0,518,1,425.46,111,Lost Customers
10005.0,454,1,2978.22,111,Lost Customers
10006.0,361,1,5105.5199999999995,112,Lost Customers
10008.0,303,1,3829.14,212,At Risk
10009.0,1,6,23825.76,555,Champions
10010.0,123,2,2127.2999999999997,321,Potential Loyalists
10011.0,24,3,14465.64,545,Champions
10012.0,59,2,6381.9,423,Loyal Customers
10013.0,110,2,5956.44,423,Loyal Customers
10014.0,192,3,4254.599999999999,342,Potential Loyalists
10015.0,57,2,5530.98,422,Loyal Customers
10016.0,189,2,8934.66,324,Potential Loyalists
10017.0,2,3,9785.579999999998,544,Champions
10018.0,223,2,8934.66,224,At Risk
10019.0,448,2,6807.359999999999,123,Lost Customers
10020.0,212,2,6381.9,223,At Risk
10021.0,203,2,1701.84,221,At Risk
10022.0,444,2,11912.88,124,Lost Customers
10023.0,227,3,7658.28,243,At Risk
10025.0,170,2,5105.5199999999995,322,Potential Loyalists
10026.0,7,4,8083.74,553,Champions
10030.0,289,1,5105.5199999999995,212,At Risk
10031.0,330,2,5956.44,123,Lost Customers
10032.0,521,1,1276.3799999999999,111,Lost Customers
10033.0,482,2,6807.359999999999,123,Lost Customers
10034.0,96,1,4254.599999999999,412,Loyal Customers
10035.0,155,1,2978.22,311,Potential Loyalists
10036.0,422,1,1276.3799999999999,111,Lost Customers
10037.0,151,3,9785.579999999998,344,Loyal Customers
10038.0,33,4,16592.94,555,Champions
10039.0,365,3,12763.8,145,At Risk
10041.0,16,2,4254.599999999999,522,Champions
10043.0,63,2,7232.82,423,Loyal Customers
10044.0,193,3,6381.9,343,Potential Loyalists
10045.0,87,6,12763.8,455,Champions
10046.0,87,5,22549.379999999997,455,Champions
10047.0,243,3,9785.58,244,Potential Loyalists
10048.0,102,5,18720.239999999998,455,Champions
10049.0,50,5,11061.96,554,Champions
10050.0,249,3,8934.66,244,Potential Loyalists
10052.0,9,3,11061.96,544,Champions
10053.0,85,1,2978.22,411,Loyal Customers
10054.0,103,1,4254.599999999999,412,Loyal Customers
10055.0,292,2,6381.9,223,At Risk
10056.0,194,4,4254.599999999999,252,Potential Loyalists
10057.0,70,1,3829.14,412,Loyal Customers
10058.0,186,2,5956.44,323,Potential Loyalists
10059.0,161,2,2552.7599999999998,321,Potential Loyalists
10061.0,258,4,11061.96,254,Potential Loyalists
10062.0,499,1,2127.2999999999997,111,Lost Customers
10063.0,78,3,10211.039999999999,444,Champions
10064.0,196,1,5956.44,213,At Risk
10065.0,23,6,22549.379999999997,555,Champions
10066.0,122,2,5956.44,323,Potential Loyalists
10067.0,154,3,8083.74,343,Potential Loyalists
10068.0,62,1,4254.599999999999,412,Loyal Customers
10069.0,59,4,4254.599999999999,452,Champions
10070.0,67,3,7232.82,443,Loyal Customers
10071.0,144,2,4680.0599999999995,322,Potential Loyalists
10073.0,332,1,3403.68,111,Lost Customers
10074.0,91,2,11061.96,424,Loyal Customers
10076.0,12,1,5956.44,513,Champions
10077.0,323,1,5530.98,112,Lost Customers
10078.0,92,5,11487.419999999998,454,Champions
10079.0,286,3,8509.2,244,Potential Loyalists
10080.0,52,5,16167.479999999998,555,Champions
10081.0,116,2,6381.9,323,Potential Loyalists
10082.0,9,4,11487.419999999998,554,Champions
10083.0,170,2,8934.66,324,Potential Loyalists
10084.0,121,1,5530.98,312,Potential Loyalists
10085.0,180,6,22123.92,355,Loyal Customers
10086.0,59,7,15742.019999999999,455,Champions
10087.0,3,2,2978.22,521,Champions
10088.0,41,2,3403.6799999999994,521,Champions
10089.0,190,2,6807.359999999999,323,Potential Loyalists
10091.0,263,6,22549.379999999997,255,Potential Loyalists
10092.0,16,2,4680.0599999999995,522,Champions
10093.0,387,2,5530.98,122,Lost Customers
10094.0,1,3,9785.579999999998,544,Champions
10095.0,20,4,14891.099999999999,555,Champions
10097.0,112,2,5105.5199999999995,422,Loyal Customers
10098.0,243,2,1701.84,221,At Risk
10100.0,50,3,14040.179999999998,545,Champions
10101.0,343,1,2127.2999999999997,111,Lost Customers
10102.0,412,1,3403.68,111,Lost Customers
10103.0,104,1,2127.2999999999997,411,Loyal Customers
10104.0,63,2,5105.5199999999995,422,Loyal Customers
10105.0,145,4,12763.8,355,Loyal Customers
10106.0,516,1,5105.5199999999995,112,Lost Customers
10107.0,44,5,17869.32,555,Champions
10108.0,101,2,8083.74,423,Loyal Customers
10110.0,99,2,9360.119999999999,424,Loyal Customers
10111.0,283,2,8083.74,223,At Risk
10112.0,92,4,7658.28,453,Champions
10113.0,206,1,1701.84,211,At Risk
10114.0,332,5,15742.019999999999,155,At Risk
10115.0,24,4,5956.44,553,Champions
10116.0,343,1,1701.84,111,Lost Customers
10117.0,51,4,16167.48,555,Champions
10118.0,147,3,5530.98,342,Potential Loyalists
10119.0,3,6,14040.18,555,Champions
10120.0,152,2,8509.199999999999,324,Potential Loyalists
10122.0,298,1,2127.2999999999997,211,At Risk
10123.0,96,2,6807.359999999999,423,Loyal Customers
10125.0,273,2,2552.7599999999998,221,At Risk
10126.0,147,2,7658.28,323,Potential Loyalists
10127.0,73,3,9360.119999999999,444,Champions
10128.0,341,1,5956.44,113,Lost Customers
10129.0,399,2,8509.199999999999,124,Lost Customers
10130.0,207,2,2552.7599999999998,221,At Risk
10131.0,120,3,8083.74,343,Potential Loyalists
10132.0,276,2,9360.119999999999,224,At Risk
10133.0,144,2,8083.74,323,Potential Loyalists
10134.0,464,1,850.92,111,Lost Customers
10135.0,443,1,1701.84,111,Lost Customers
10136.0,134,2,10636.5,324,Potential Loyalists
10137.0,292,1,4254.599999999999,212,At Risk
10138.0,256,1,425.46,211,At Risk
10139.0,202,2,4254.599999999999,222,At Risk
10140.0,376,1,5530.98,112,Lost Customers
10141.0,184,3,11061.96,344,Loyal Customers
10142.0,64,1,1276.3799999999999,411,Loyal Customers
10143.0,167,1,2978.22,311,Potential Loyalists
10144.0,79,2,11061.96,424,Loyal Customers
10145.0,191,4,8509.199999999999,354,Loyal Customers
10146.0,92,1,3403.68,411,Loyal Customers
10147.0,68,2,7232.82,423,Loyal Customers
10148.0,482,1,1276.3799999999999,111,Lost Customers
10149.0,22,3,10636.5,544,Champions
10150.0,495,1,5530.98,112,Lost Customers
10151.0,409,1,1276.3799999999999,111,Lost Customers
10152.0,17,3,11487.419999999998,544,Champions
10153.0,92,2,7232.82,423,Loyal Customers
10154.0,12,2,6807.359999999999,523,Champions
10156.0,237,5,17018.399999999998,255,Potential Loyalists
10157.0,269,3,9785.579999999998,244,Potential Loyalists
10158.0,401,1,3403.68,111,Lost Customers
10159.0,456,2,2127.2999999999997,121,Lost Customers
10160.0,61,4,18294.78,455,Champions
10161.0,269,1,2978.22,211,At Risk
10162.0,89,4,14891.099999999999,455,Champions
10163.0,173,2,5105.5199999999995,322,Potential Loyalists
10165.0,103,5,15742.019999999999,455,Champions
10166.0,148,2,6381.9,323,Potential Loyalists
10167.0,355,3,12338.339999999998,145,At Risk
10168.0,138,2,3829.14,322,Potential Loyalists
10170.0,227,3,7658.28,243,At Risk
10171.0,169,5,9360.119999999999,354,Loyal Customers
10172.0,49,2,3829.1399999999994,522,Champions
10173.0,283,1,2978.22,211,At Risk
10174.0,280,2,3403.6799999999994,221,At Risk
10175.0,293,2,9360.119999999999,224,At Risk
10176.0,309,2,5105.5199999999995,222,At Risk
10177.0,192,2,3829.1399999999994,322,Potential Loyalists
10178.0,68,3,11912.88,444,Champions
10179.0,193,1,2552.7599999999998,311,Potential Loyalists
10180.0,527,1,3403.68,111,Lost Customers
10181.0,245,2,5105.5199999999995,222,At Risk
10182.0,263,2,6381.9,223,At Risk
10184.0,70,2,8509.199999999999,424,Loyal Customers
10185.0,114,5,16167.48,355,Loyal Customers
10186.0,103,4,11061.96,454,Champions
10187.0,105,4,16167.48,455,Champions
10188.0,55,5,19145.699999999997,455,Champions
10189.0,323,2,3403.6799999999994,121,Lost Customers
10190.0,11,2,10636.5,524,Champions
10191.0,164,2,9785.579999999998,324,Potential Loyalists
10192.0,71,2,5105.5199999999995,422,Loyal Customers
10193.0,70,1,2978.22,411,Loyal Customers
10194.0,207,2,5105.5199999999995,222,At Risk
10195.0,237,3,11487.419999999998,244,Potential Loyalists
10196.0,172,2,3403.68,321,Potential Loyalists
10198.0,5,2,6381.9,523,Champions
10199.0,43,2,5956.44,523,Champions
10200.0,347,3,9785.579999999998,144,At Risk
10202.0,347,2,5956.44,123,Lost Customers
10203.0,48,1,425.46,511,Champions
10204.0,148,4,15742.019999999999,355,Loyal Customers
10206.0,63,2,3403.68,421,Loyal Customers
10207.0,339,2,6381.9,123,Lost Customers
10208.0,442,1,5956.44,113,Lost Customers
10209.0,222,1,2978.22,211,At Risk
10210.0,347,1,5530.98,112,Lost Customers
10211.0,279,2,6381.9,223,At Risk
10212.0,465,1,2978.22,111,Lost Customers
10213.0,58,4,16167.48,455,Champions
10214.0,432,2,5530.98,122,Lost Customers
10215.0,24,2,5105.5199999999995,522,Champions
10216.0,39,1,5530.98,512,Champions
10217.0,58,1,1701.84,411,Loyal Customers
10218.0,296,2,2978.22,221,At Risk
10219.0,71,5,19145.699999999997,455,Champions
10220.0,17,3,9360.119999999999,544,Champions
10223.0,98,5,9785.58,454,Champions
10224.0,354,2,2552.7599999999998,121,Lost Customers
10225.0,522,1,2978.22,111,Lost Customers
10227.0,52,5,14040.179999999998,555,Champions
10228.0,57,2,5956.44,423,Loyal Customers
10229.0,67,3,6807.359999999999,443,Loyal Customers
10231.0,357,1,5105.5199999999995,112,Lost Customers
10232.0,100,3,14465.64,445,Champions
10233.0,213,4,17443.859999999997,255,Potential Loyalists
10234.0,110,2,4680.0599999999995,422,Loyal Customers
10235.0,309,1,1276.3799999999999,211,At Risk
10236.0,91,2,5530.98,422,Loyal Customers
10237.0,32,5,14465.64,555,Champions
10238.0,95,3,14040.179999999998,445,Champions
10239.0,41,2,4254.599999999999,522,Champions
10240.0,21,3,11061.96,544,Champions
10241.0,12,1,4254.599999999999,512,Champions
10242.0,315,2,5530.98,222,At Risk
10243.0,330,1,5530.98,112,Lost Customers
10244.0,62,1,2127.2999999999997,411,Loyal Customers
10245.0,217,6,18720.239999999998,255,Potential Loyalists
10246.0,15,3,11912.88,544,Champions
10247.0,203,4,12338.339999999998,255,Potential Loyalists
10248.0,71,1,4254.599999999999,412,Loyal Customers
10249.0,97,2,3829.14,422,Loyal Customers
10250.0,218,4,16592.94,255,Potential Loyalists
10251.0,296,3,9360.119999999999,244,Potential Loyalists
10252.0,390,2,8083.74,123,Lost Customers
10253.0,32,3,14891.099999999999,545,Champions
10254.0,363,1,3829.14,112,Lost Customers
10255.0,384,1,850.92,111,Lost Customers
10256.0,93,5,17869.32,455,Champions
10257.0,35,6,21698.46,555,Champions
10258.0,462,1,1701.84,111,Lost Customers
10259.0,538,1,5530.98,112,Lost Customers
10260.0,68,2,7658.28,423,Loyal Customers
10261.0,284,1,5530.98,212,At Risk
10262.0,187,5,14891.099999999999,355,Loyal Customers
10263.0,379,3,7232.82,143,Lost Customers
10264.0,119,3,7658.279999999999,343,Potential Loyalists
10265.0,295,2,5956.44,223,At Risk
10266.0,175,5,16592.94,355,Loyal Customers
10267.0,407,3,14465.64,145,At Risk
10268.0,73,1,425.46,411,Loyal Customers
10269.0,53,3,5530.98,442,Loyal Customers
